addr:street	addr:housenumber	addr:postcode
Palmowa	11	32-085
Spokojna	34	32-085
Profesora Adama Rożańskiego	48	32-085
Profesora Adama Rożańskiego	74	32-085
Profesora Adama Rożańskiego	31	32-085
Kasztanowa	15	32-085
Willowa	43	32-085
Willowa	54	32-085
Willowa	42	32-085
Willowa	24A	32-085
Krakowska	30A	32-085
Willowa	9	32-085
Willowa	11	32-085
Wrzosy	14	32-085
Wrzosy	24	32-085
Wrzosy	3	32-085
Zaułek	15	32-085
Starowiejska	3	32-085
Dworska	5	32-085
Dworska	7	32-085
Dworska	22	32-085
Krakowska	1	32-085
Plac Sióstr Norbertanek	3	32-085
Plac Sióstr Norbertanek	4	32-085
Świętej Faustyny	14	32-085
Świętej Faustyny	18A	32-085
Świętej Faustyny	20	32-085
Świętej Faustyny	13	32-085
Świętej Faustyny	11	32-085
Dworska	12A	32-089
Dworska	12B	32-089
Dworska	12C	32-085
Dworska	12D	32-085
Dworska	12E	32-085
Dworska	12F	32-085
Dworska	12G	32-085
Dworska	12J	32-085
Świętej Faustyny	31	32-085
Świętej Faustyny	39	32-085
Zielna	6	32-089
Wąwozowa	31	32-085
Wąwozowa	40	32-089
Wąwozowa	28A	32-085
Wąwozowa	28	32-085
Słowiańska	20	32-085
Wąwozowa	15	32-085
Wąwozowa	11	32-085
Wąwozowa	9	32-085
Wąwozowa	7	32-085
Słowiańska	6	32-085
Wąwozowa	2	32-085
Wąwozowa	4	32-085
Miodowa	1	32-085
Miodowa	7	32-085
Miodowa	14	32-085
Miodowa	16A	32-085
Miodowa	15A	32-085
Miodowa	24	32-089
Zielna	20	32-085
Zielna	18	32-085
Słowiańska	9	32-085
Łąkowa	18	32-089
Łąkowa	12	32-085
Słowiańska	10B	32-089
Słowiańska	10A	32-089
Słowiańska	8B	32-089
Słowiańska	8A	32-089
Morelowa	10	32-085
Brzozowa	1	32-085
Wąwozowa	59	32-089
Wąwozowa	60A	32-085
Wąwozowa	60B	32-085
Wąwozowa	60C	32-085
Wąwozowa	60D	32-085
Słowiańska	87E	32-085
Słowiańska	87C	32-085
Słowiańska	87A	32-085
Słowiańska	85A	32-085
Słowiańska	85C	32-085
Słowiańska	85E	32-085
Słowiańska	85G	32-085
Słowiańska	87H	32-085
Na Brzezie	36A	32-085
Na Brzezie	36	32-089
Słowiańska	61E	32-085
Słowiańska	69D	32-085
Słowiańska	69C	32-085
Słowiańska	69B	32-085
Słowiańska	69A	32-085
Słowiańska	62A	32-085
Słowiańska	62B	32-085
Słowiańska	62D	32-085
Słowiańska	60A	32-085
Słowiańska	39	32-085
Słowiańska	37	32-085
Słowiańska	32D	32-089
Słowiańska	32B	32-089
Słowiańska	34	32-085
Okólna	16A	32-085
Wąwozowa	40L	32-089
Wąwozowa	40M	32-089
Wąwozowa	40K	32-089
Wąwozowa	38H	32-089
Wąwozowa	38I	32-089
Wąwozowa	38G	32-089
Wąwozowa	38F	32-089
Wąwozowa	38D	32-089
Wąwozowa	38E	32-089
Wąwozowa	38B	32-089
Wąwozowa	38C	32-089
Wąwozowa	38A	32-089
Wąwozowa	40H	32-089
Wąwozowa	40I	32-089
Wąwozowa	40F	32-089
Wąwozowa	40G	32-089
Wąwozowa	40E	32-089
Wąwozowa	40D	32-089
Wąwozowa	40C	32-089
Wąwozowa	40B	32-089
Wąwozowa	40A	32-089
Sąsiedzka	7	32-085
Sąsiedzka	4	32-085
Okólna	17	32-085
Okólna	19	32-085
Okólna	21	32-085
Okólna	25	32-085
Łąkowa	42	32-089
Łąkowa	44	32-089
Łąkowa	38	32-089
Łąkowa	40	32-089
Łąkowa	36	32-089
Łąkowa	34	32-089
Łąkowa	32	32-089
Łąkowa	30	32-089
Łąkowa	28	32-089
Słowiańska	13	32-085
Słowiańska	21	32-085
Willowa	97	32-085
Koralowa	10	32-085
Kwiecista	17	32-085
Kwiecista	13	32-089
Zielona	6	32-085
Kasztanowa	29	32-085
Kasztanowa	28	32-089
Zielona	20	32-085
Zielona	18	32-085
Zielona	14	32-085
Palmowa	2	32-085
Kasztanowa	79T	32-085
Kasztanowa	79S	32-085
